image,x_min,y_min,x_max,y_max,classe
barcode10.45.png,0.5488888888888889,0.6488888888888888,0.6777777777777778,0.7422222222222222,1,
barcode10.46.png,0.52,0.68,0.6488888888888888,0.7733333333333333,1,
barcode10.47.png,0.2777777777777778,0.22888888888888892,0.4066666666666667,0.3222222222222222,1,
barcode10.48.png,0.42444444444444446,0.6688888888888889,0.5533333333333333,0.7622222222222222,1,
barcode10.49.png,0.38,0.27555555555555555,0.5088888888888888,0.36888888888888893,1,
barcode10.50.png,0.5688888888888889,0.68,0.6977777777777778,0.7733333333333333,1,
barcode10.51.png,0.23555555555555555,0.2533333333333333,0.36444444444444446,0.3466666666666667,1,
barcode10.52.png,0.3,0.68,0.4288888888888889,0.7733333333333333,1,
barcode10.53.png,0.45999999999999996,0.23777777777777775,0.5888888888888889,0.33111111111111113,1,
barcode10.54.png,0.4666666666666667,0.24888888888888894,0.5955555555555555,0.3422222222222222,1,
barcode10.55.png,0.14888888888888888,0.27555555555555555,0.2777777777777778,0.36888888888888893,1,
barcode10.56.png,0.24222222222222223,0.6311111111111111,0.3711111111111111,0.7244444444444444,1,
barcode10.57.png,0.3155555555555556,0.6755555555555556,0.4444444444444444,0.7688888888888888,1,
barcode10.58.png,0.37111111111111106,0.6711111111111111,0.5,0.7644444444444445,1,
barcode10.59.png,0.6111111111111112,0.6666666666666666,0.74,0.76,1,
barcode10.60.png,0.2733333333333333,0.6666666666666666,0.4022222222222222,0.76,1,
barcode10.61.png,0.2111111111111111,0.6422222222222222,0.34,0.7355555555555555,1,
barcode10.62.png,0.3933333333333333,0.22888888888888892,0.5222222222222221,0.3222222222222222,1,
barcode10.63.png,0.6111111111111112,0.24222222222222223,0.74,0.3355555555555556,1,
barcode10.64.png,0.2777777777777778,0.26,0.4066666666666667,0.3533333333333334,1,
barcode10.65.png,0.33777777777777773,0.6466666666666666,0.4666666666666667,0.74,1,
barcode10.66.png,0.64,0.2466666666666667,0.768888888888889,0.33999999999999997,1,
barcode10.67.png,0.5800000000000001,0.24222222222222223,0.7088888888888889,0.3355555555555556,1,
barcode33.0.png,0.18222222222222223,0.6888888888888889,0.29555555555555557,0.7733333333333333,1,
barcode33.1.png,0.24,0.1955555555555556,0.35333333333333333,0.28,1,
barcode33.2.png,0.8066666666666666,0.1777777777777778,0.92,0.26222222222222225,1,
barcode33.3.png,0.6066666666666667,0.19111111111111112,0.72,0.27555555555555555,1,
barcode33.4.png,0.7333333333333334,0.7022222222222222,0.8466666666666667,0.7866666666666666,1,
barcode33.5.png,0.20222222222222222,0.21777777777777774,0.31555555555555553,0.30222222222222217,1,
barcode33.6.png,0.768888888888889,0.21111111111111114,0.8822222222222222,0.29555555555555557,1,
barcode33.7.png,0.37333333333333335,0.7288888888888889,0.4866666666666667,0.8133333333333334,1,
barcode33.8.png,0.7444444444444445,0.23333333333333328,0.8577777777777778,0.3177777777777778,1,
barcode33.9.png,0.6066666666666667,0.7,0.72,0.7844444444444445,1,
barcode33.10.png,0.7933333333333333,0.7111111111111111,0.9066666666666666,0.7955555555555556,1,
barcode33.11.png,0.4377777777777778,0.6822222222222222,0.5511111111111111,0.7666666666666667,1,
barcode33.12.png,0.6022222222222222,0.21111111111111114,0.7155555555555555,0.29555555555555557,1,
barcode33.13.png,0.6955555555555555,0.19777777777777783,0.8088888888888889,0.28222222222222226,1,
barcode33.14.png,0.32222222222222224,0.19999999999999996,0.43555555555555553,0.2844444444444445,1,
barcode33.15.png,0.7288888888888889,0.7311111111111112,0.8422222222222222,0.8155555555555556,1,
barcode33.16.png,0.2577777777777778,0.68,0.3711111111111111,0.7644444444444445,1,
barcode33.17.png,0.3622222222222222,0.7022222222222222,0.47555555555555556,0.7866666666666666,1,
barcode33.18.png,0.5800000000000001,0.18888888888888888,0.6933333333333334,0.2733333333333333,1,
barcode33.19.png,0.18222222222222223,0.2222222222222222,0.29555555555555557,0.30666666666666664,1,
barcode33.20.png,0.25333333333333335,0.23555555555555552,0.36666666666666664,0.31999999999999995,1,
barcode33.21.png,0.7111111111111111,0.7,0.8244444444444444,0.7844444444444445,1,
barcode33.22.png,0.4377777777777778,0.1955555555555556,0.5511111111111111,0.28,1,
barcode33.23.png,0.28,0.7177777777777777,0.3933333333333333,0.8022222222222222,1,
barcode33.24.png,0.7088888888888889,0.21999999999999997,0.8222222222222222,0.3044444444444444,1,
barcode33.25.png,0.17555555555555555,0.6755555555555556,0.28888888888888886,0.76,1,
barcode33.26.png,0.64,0.1777777777777778,0.7533333333333333,0.26222222222222225,1,
barcode33.27.png,0.8133333333333334,0.6755555555555556,0.9266666666666666,0.76,1,
barcode33.28.png,0.7288888888888889,0.19111111111111112,0.8422222222222222,0.27555555555555555,1,
barcode33.29.png,0.4444444444444444,0.21333333333333337,0.5577777777777777,0.2977777777777778,1,
barcode33.30.png,0.6622222222222223,0.7377777777777778,0.7755555555555556,0.8222222222222222,1,
barcode33.31.png,0.4177777777777778,0.6755555555555556,0.5311111111111111,0.76,1,
barcode33.32.png,0.43555555555555553,0.18000000000000005,0.5488888888888889,0.2644444444444445,1,
barcode33.33.png,0.7555555555555555,0.22888888888888892,0.8688888888888888,0.31333333333333335,1,
barcode33.34.png,0.36,0.23333333333333328,0.47333333333333333,0.3177777777777778,1,
barcode33.35.png,0.4911111111111111,0.6977777777777778,0.6044444444444445,0.7822222222222223,1,
barcode33.36.png,0.37777777777777777,0.18888888888888888,0.4911111111111111,0.2733333333333333,1,
barcode33.37.png,0.5422222222222222,0.6888888888888889,0.6555555555555556,0.7733333333333333,1,
barcode33.38.png,0.6,0.6755555555555556,0.7133333333333334,0.76,1,
barcode33.39.png,0.25555555555555554,0.19999999999999996,0.3688888888888889,0.2844444444444445,1,
barcode33.40.png,0.6155555555555556,0.23333333333333328,0.7288888888888889,0.3177777777777778,1,
barcode33.41.png,0.13333333333333333,0.23777777777777775,0.24666666666666667,0.3222222222222222,1,
barcode33.42.png,0.7955555555555556,0.7355555555555555,0.9088888888888889,0.82,1,
barcode33.43.png,0.07555555555555556,0.7155555555555555,0.18888888888888888,0.8,1,
barcode33.44.png,0.5488888888888889,0.24222222222222223,0.6622222222222223,0.32666666666666666,1,
barcode33.45.png,0.54,0.21999999999999997,0.6533333333333333,0.3044444444444444,1,
barcode33.46.png,0.28888888888888886,0.6844444444444444,0.4022222222222222,0.7688888888888888,1,
barcode33.47.png,0.38666666666666666,0.7377777777777778,0.5,0.8222222222222222,1,
barcode33.48.png,0.4488888888888889,0.18888888888888888,0.5622222222222222,0.2733333333333333,1,
barcode33.49.png,0.10222222222222223,0.7133333333333334,0.21555555555555556,0.7977777777777778,1,
barcode33.50.png,0.30444444444444446,0.22666666666666668,0.4177777777777778,0.3111111111111111,1,
barcode33.51.png,0.7422222222222222,0.18888888888888888,0.8555555555555556,0.2733333333333333,1,
barcode33.52.png,0.6911111111111111,0.22888888888888892,0.8044444444444444,0.31333333333333335,1,
barcode33.53.png,0.5355555555555556,0.7022222222222222,0.6488888888888888,0.7866666666666666,1,
barcode33.54.png,0.4866666666666667,0.1844444444444444,0.6,0.26888888888888884,1,
barcode33.55.png,0.6155555555555556,0.7133333333333334,0.7288888888888889,0.7977777777777778,1,
barcode33.56.png,0.54,0.22666666666666668,0.6533333333333333,0.3111111111111111,1,
barcode33.57.png,0.24888888888888888,0.7266666666666667,0.3622222222222222,0.8111111111111111,1,
barcode33.58.png,0.42444444444444446,0.18000000000000005,0.5377777777777778,0.2644444444444445,1,
barcode33.59.png,0.6266666666666667,0.7066666666666667,0.74,0.7911111111111111,1,
barcode33.60.png,0.6222222222222222,0.6733333333333333,0.7355555555555555,0.7577777777777778,1,
barcode33.61.png,0.4733333333333334,0.24444444444444446,0.5866666666666667,0.3288888888888889,1,
barcode33.62.png,0.1288888888888889,0.18888888888888888,0.24222222222222223,0.2733333333333333,1,
barcode33.63.png,0.49111111111111116,0.19777777777777783,0.6044444444444445,0.28222222222222226,1,
barcode33.64.png,0.7111111111111111,0.19111111111111112,0.8244444444444444,0.27555555555555555,1,
barcode33.65.png,0.7066666666666667,0.7266666666666667,0.8200000000000001,0.8111111111111111,1,
barcode33.66.png,0.40222222222222226,0.22888888888888892,0.5155555555555555,0.31333333333333335,1,
barcode33.67.png,0.06888888888888889,0.2088888888888889,0.18222222222222223,0.29333333333333333,1,
barcode2.0.png,0.7777777777777778,0.4222222222222223,0.9422222222222222,0.5377777777777778,1,
barcode2.1.png,0.0,0.37777777777777777,0.09555555555555556,0.4933333333333333,1,
barcode2.2.png,0.0,0.4577777777777778,0.057777777777777775,0.5733333333333334,1,
barcode2.3.png,0.13333333333333333,0.52,0.29777777777777775,0.6355555555555555,1,
barcode2.4.png,0.6377777777777778,0.46,0.8022222222222222,0.5755555555555556,1,
barcode2.5.png,0.09555555555555556,0.47555555555555556,0.26,0.5911111111111111,1,
barcode2.6.png,0.6844444444444444,0.4888888888888889,0.8488888888888889,0.6044444444444445,1,
barcode2.7.png,0.5733333333333333,0.4222222222222223,0.7377777777777778,0.5377777777777778,1,
barcode2.8.png,0.8844444444444445,0.36888888888888893,1.0,0.48444444444444446,1,
barcode2.9.png,0.028888888888888888,0.3844444444444445,0.19333333333333333,0.5,1,
barcode2.10.png,0.0,0.36444444444444446,0.15777777777777777,0.48,1,
barcode2.11.png,0.9711111111111111,0.40888888888888886,1.0,0.5244444444444445,1,
barcode2.12.png,0.64,0.5044444444444445,0.8044444444444444,0.62,1,
barcode2.13.png,0.14222222222222222,0.5222222222222223,0.30666666666666664,0.6377777777777778,1,
barcode2.14.png,0.5688888888888889,0.46,0.7333333333333334,0.5755555555555556,1,
barcode2.15.png,0.7266666666666667,0.41333333333333333,0.8911111111111111,0.528888888888889,1,
barcode2.16.png,0.017777777777777778,0.4,0.18222222222222223,0.5155555555555555,1,
barcode2.17.png,0.21555555555555556,0.45555555555555555,0.38,0.5711111111111111,1,
barcode2.18.png,0.022222222222222223,0.4866666666666667,0.18666666666666668,0.6022222222222222,1,
barcode2.19.png,0.26666666666666666,0.5177777777777778,0.4311111111111111,0.6333333333333333,1,
barcode2.20.png,0.7066666666666667,0.4822222222222222,0.8711111111111112,0.5977777777777777,1,
barcode2.21.png,0.7955555555555556,0.5066666666666667,0.96,0.6222222222222222,1,
barcode2.22.png,0.04,0.5111111111111111,0.20444444444444446,0.6266666666666667,1,
barcode2.23.png,0.9711111111111111,0.37777777777777777,1.0,0.4933333333333333,1,
barcode2.24.png,0.6933333333333334,0.41555555555555557,0.8577777777777778,0.5311111111111111,1,
barcode2.25.png,0.84,0.49777777777777776,1.0,0.6133333333333333,1,
barcode2.26.png,0.8733333333333333,0.41555555555555557,1.0,0.5311111111111111,1,
barcode2.27.png,0.0044444444444444444,0.4955555555555556,0.1688888888888889,0.6111111111111112,1,
barcode2.28.png,0.16666666666666666,0.4622222222222222,0.33111111111111113,0.5777777777777777,1,
barcode2.29.png,0.21333333333333335,0.4111111111111111,0.37777777777777777,0.5266666666666666,1,
barcode2.30.png,0.7488888888888889,0.5022222222222222,0.9133333333333333,0.6177777777777778,1,
barcode2.31.png,0.6133333333333333,0.3911111111111111,0.7777777777777778,0.5066666666666666,1,
barcode2.32.png,0.0,0.4244444444444444,0.12,0.54,1,
barcode2.33.png,0.64,0.5066666666666667,0.8044444444444444,0.6222222222222222,1,
barcode2.34.png,0.5933333333333333,0.38888888888888884,0.7577777777777778,0.5044444444444445,1,
barcode2.35.png,0.9,0.46444444444444444,1.0,0.58,1,
barcode2.36.png,0.057777777777777775,0.46,0.2222222222222222,0.5755555555555556,1,
barcode2.37.png,0.7933333333333333,0.4955555555555556,0.9577777777777777,0.6111111111111112,1,
barcode2.38.png,0.15333333333333332,0.52,0.31777777777777777,0.6355555555555555,1,
barcode2.39.png,0.20666666666666667,0.5222222222222223,0.3711111111111111,0.6377777777777778,1,
barcode2.40.png,0.24,0.5111111111111111,0.40444444444444444,0.6266666666666667,1,
barcode2.41.png,0.25555555555555554,0.49333333333333335,0.42,0.6088888888888889,1,
barcode2.42.png,0.24666666666666667,0.4177777777777778,0.4111111111111111,0.5333333333333333,1,
barcode2.43.png,0.0,0.41333333333333333,0.1,0.528888888888889,1,
barcode2.44.png,0.9111111111111111,0.46444444444444444,1.0,0.58,1,
barcode2.45.png,0.04888888888888889,0.47333333333333333,0.21333333333333335,0.5888888888888889,1,
barcode2.46.png,0.6577777777777778,0.3844444444444445,0.8222222222222222,0.5,1,
barcode2.47.png,0.04888888888888889,0.36888888888888893,0.21333333333333335,0.48444444444444446,1,
barcode2.48.png,0.6133333333333333,0.4,0.7777777777777778,0.5155555555555555,1,
barcode2.49.png,0.0,0.5155555555555555,0.14666666666666667,0.6311111111111111,1,
barcode2.50.png,0.5866666666666667,0.46,0.7511111111111111,0.5755555555555556,1,
barcode2.51.png,0.017777777777777778,0.47555555555555556,0.18222222222222223,0.5911111111111111,1,
barcode2.52.png,0.8511111111111112,0.4688888888888889,1.0,0.5844444444444444,1,
barcode2.53.png,0.9266666666666666,0.37555555555555553,1.0,0.49111111111111116,1,
barcode2.54.png,0.0,0.42666666666666664,0.16444444444444445,0.5422222222222222,1,
barcode2.55.png,0.5622222222222222,0.38888888888888884,0.7266666666666667,0.5044444444444445,1,
barcode2.56.png,0.9177777777777778,0.4044444444444445,1.0,0.52,1,
barcode2.57.png,0.8155555555555556,0.3844444444444445,0.98,0.5,1,
barcode2.58.png,0.64,0.4577777777777778,0.8044444444444444,0.5733333333333334,1,
barcode2.59.png,0.0044444444444444444,0.36888888888888893,0.1688888888888889,0.48444444444444446,1,
barcode2.60.png,0.22444444444444445,0.4666666666666667,0.3888888888888889,0.5822222222222222,1,
barcode2.61.png,0.2644444444444444,0.48,0.4288888888888889,0.5955555555555555,1,
barcode2.62.png,0.08444444444444445,0.3911111111111111,0.24888888888888888,0.5066666666666666,1,
barcode2.63.png,0.18444444444444444,0.40222222222222226,0.3488888888888889,0.5177777777777778,1,
barcode2.64.png,0.9377777777777778,0.4866666666666667,1.0,0.6022222222222222,1,
barcode2.65.png,0.26222222222222225,0.47333333333333333,0.4266666666666667,0.5888888888888889,1,
barcode2.66.png,0.0,0.42000000000000004,0.13777777777777778,0.5355555555555556,1,
barcode2.67.png,0.0,0.4044444444444445,0.15555555555555556,0.52,1,
barcode43.0.png,0,0,0,0,0,
barcode43.1.png,0,0,0,0,0,
barcode43.2.png,0,0,0,0,0,
barcode43.3.png,0,0,0,0,0,
barcode43.4.png,0,0,0,0,0,
barcode43.5.png,0,0,0,0,0,
barcode43.6.png,0,0,0,0,0,
barcode43.7.png,0,0,0,0,0,
barcode43.8.png,0,0,0,0,0,
barcode43.9.png,0,0,0,0,0,
barcode43.10.png,0,0,0,0,0,
barcode43.11.png,0,0,0,0,0,
barcode43.12.png,0,0,0,0,0,
barcode43.13.png,0,0,0,0,0,
barcode43.14.png,0,0,0,0,0,
barcode43.15.png,0,0,0,0,0,
barcode43.16.png,0,0,0,0,0,
barcode43.17.png,0,0,0,0,0,
barcode43.18.png,0,0,0,0,0,
barcode43.19.png,0,0,0,0,0,
barcode43.20.png,0,0,0,0,0,
barcode43.21.png,0,0,0,0,0,
barcode43.22.png,0,0,0,0,0,
barcode43.23.png,0,0,0,0,0,
barcode43.24.png,0,0,0,0,0,
barcode43.25.png,0,0,0,0,0,
barcode43.26.png,0,0,0,0,0,
barcode43.27.png,0,0,0,0,0,
barcode43.28.png,0,0,0,0,0,
barcode43.29.png,0,0,0,0,0,
barcode43.30.png,0,0,0,0,0,
barcode43.31.png,0,0,0,0,0,
barcode43.32.png,0,0,0,0,0,
barcode43.33.png,0,0,0,0,0,
barcode43.34.png,0,0,0,0,0,
barcode43.35.png,0,0,0,0,0,
barcode43.36.png,0,0,0,0,0,
barcode43.37.png,0,0,0,0,0,
barcode43.38.png,0,0,0,0,0,
barcode43.39.png,0,0,0,0,0,
barcode43.40.png,0,0,0,0,0,
barcode43.41.png,0,0,0,0,0,
barcode43.42.png,0,0,0,0,0,
barcode43.43.png,0,0,0,0,0,
barcode43.44.png,0,0,0,0,0,
barcode43.45.png,0,0,0,0,0,
barcode43.46.png,0,0,0,0,0,
barcode43.47.png,0,0,0,0,0,
barcode43.48.png,0,0,0,0,0,
barcode43.49.png,0,0,0,0,0,
barcode43.50.png,0,0,0,0,0,
barcode43.51.png,0,0,0,0,0,
barcode43.52.png,0,0,0,0,0,
barcode43.53.png,0,0,0,0,0,
barcode43.54.png,0,0,0,0,0,
barcode43.55.png,0,0,0,0,0,
barcode43.56.png,0,0,0,0,0,
barcode43.57.png,0,0,0,0,0,
barcode43.58.png,0,0,0,0,0,
barcode43.59.png,0,0,0,0,0,
barcode43.60.png,0,0,0,0,0,
barcode43.61.png,0,0,0,0,0,
barcode43.62.png,0,0,0,0,0,
barcode43.63.png,0,0,0,0,0,
barcode43.64.png,0,0,0,0,0,
barcode43.65.png,0,0,0,0,0,
barcode43.66.png,0,0,0,0,0,
barcode43.67.png,0,0,0,0,0,
barcode27.0.png,0.18222222222222223,0.18000000000000005,0.3244444444444444,0.2844444444444445,1,
barcode27.1.png,0.17777777777777778,0.7133333333333334,0.32,0.8177777777777778,1,
barcode27.2.png,0.04,0.1777777777777778,0.18222222222222223,0.28222222222222226,1,
barcode27.3.png,0.8,0.7022222222222222,0.9422222222222222,0.8066666666666666,1,
barcode27.4.png,0.13333333333333333,0.6888888888888889,0.27555555555555555,0.7933333333333333,1,
barcode27.5.png,0.7066666666666667,0.2222222222222222,0.8488888888888889,0.32666666666666666,1,
barcode27.6.png,0,0,0,0,0,
barcode27.7.png,0.6622222222222223,0.6911111111111111,0.8044444444444444,0.7955555555555556,1,
barcode27.8.png,0.9022222222222223,0.1777777777777778,1.0,0.28222222222222226,1,
barcode27.9.png,0.0,0.2222222222222222,0.06222222222222222,0.32666666666666666,1,
barcode27.10.png,0.03333333333333333,0.7311111111111112,0.17555555555555555,0.8355555555555556,1,
barcode27.11.png,0.05333333333333334,0.22666666666666668,0.19555555555555557,0.33111111111111113,1,
barcode27.12.png,0,0,0,0,0,
barcode27.13.png,0.14222222222222222,0.6911111111111111,0.28444444444444444,0.7955555555555556,1,
barcode27.14.png,0.7355555555555555,0.6866666666666666,0.8777777777777778,0.7911111111111111,1,
barcode27.15.png,0.006666666666666667,0.7022222222222222,0.14888888888888888,0.8066666666666666,1,
barcode27.16.png,0.11777777777777777,0.6911111111111111,0.26,0.7955555555555556,1,
barcode27.17.png,0.9088888888888889,0.6777777777777778,1.0,0.7822222222222223,1,
barcode27.18.png,0.9355555555555556,0.72,1.0,0.8244444444444444,1,
barcode27.19.png,0.15555555555555556,0.18888888888888888,0.29777777777777775,0.29333333333333333,1,
barcode27.20.png,0,0,0,0,0,
barcode27.21.png,0.7155555555555555,0.6822222222222222,0.8577777777777778,0.7866666666666666,1,
barcode27.22.png,0.6377777777777778,0.7266666666666667,0.78,0.8311111111111111,1,
barcode27.23.png,0,0,0,0,0,
barcode27.24.png,0.14888888888888888,0.2088888888888889,0.2911111111111111,0.31333333333333335,1,
barcode27.25.png,0.7444444444444445,0.6866666666666666,0.8866666666666667,0.7911111111111111,1,
barcode27.26.png,0.17333333333333334,0.22444444444444445,0.31555555555555553,0.3288888888888889,1,
barcode27.27.png,0.7288888888888889,0.7288888888888889,0.8711111111111112,0.8333333333333334,1,
barcode27.28.png,0.14222222222222222,0.1955555555555556,0.28444444444444444,0.30000000000000004,1,
barcode27.29.png,0,0,0,0,0,
barcode27.30.png,0.8066666666666666,0.22444444444444445,0.9488888888888889,0.3288888888888889,1,
barcode27.31.png,0.011111111111111112,0.21111111111111114,0.15333333333333332,0.3155555555555556,1,
barcode27.32.png,0.8222222222222222,0.20666666666666667,0.9644444444444444,0.3111111111111111,1,
barcode27.33.png,0.03777777777777778,0.21333333333333337,0.18,0.3177777777777778,1,
barcode27.34.png,0.9088888888888889,0.6666666666666666,1.0,0.7711111111111111,1,
barcode27.35.png,0.6422222222222222,0.19111111111111112,0.7844444444444445,0.29555555555555557,1,
barcode27.36.png,0,0,0,0,0,
barcode27.37.png,0.0,0.6822222222222222,0.08444444444444445,0.7866666666666666,1,
barcode27.38.png,0.04,0.1711111111111111,0.18222222222222223,0.27555555555555555,1,
barcode27.39.png,0,0,0,0,0,
barcode27.40.png,0.0,0.22444444444444445,0.06666666666666667,0.3288888888888889,1,
barcode27.41.png,0.8066666666666666,0.16888888888888887,0.9488888888888889,0.2733333333333333,1,
barcode27.42.png,0.8711111111111112,0.19333333333333336,1.0,0.2977777777777778,1,
barcode27.43.png,0.12,0.21777777777777774,0.26222222222222225,0.3222222222222222,1,
barcode27.44.png,0.7733333333333333,0.21999999999999997,0.9155555555555556,0.3244444444444444,1,
barcode27.45.png,0.9288888888888889,0.20666666666666667,1.0,0.3111111111111111,1,
barcode27.46.png,0.9022222222222223,0.2222222222222222,1.0,0.32666666666666666,1,
barcode27.47.png,0,0,0,0,0,
barcode27.48.png,0.0,0.1777777777777778,0.1,0.28222222222222226,1,
barcode27.49.png,0,0,0,0,0,
barcode27.50.png,0.18,0.19333333333333336,0.32222222222222224,0.2977777777777778,1,
barcode27.51.png,0.8555555555555556,0.6911111111111111,0.9977777777777778,0.7955555555555556,1,
barcode27.52.png,0.06444444444444444,0.7066666666666667,0.20666666666666667,0.8111111111111111,1,
barcode27.53.png,0.21777777777777776,0.7222222222222222,0.36,0.8266666666666667,1,
barcode27.54.png,0.7177777777777778,0.6711111111111111,0.86,0.7755555555555556,1,
barcode27.55.png,0.8844444444444445,0.1711111111111111,1.0,0.27555555555555555,1,
barcode27.56.png,0.09111111111111111,0.17555555555555558,0.23333333333333334,0.28,1,
barcode27.57.png,0.0,0.1644444444444444,0.09111111111111111,0.26888888888888884,1,
barcode27.58.png,0.10666666666666667,0.19111111111111112,0.24888888888888888,0.29555555555555557,1,
barcode27.59.png,0,0,0,0,0,
barcode27.60.png,0,0,0,0,0,
barcode27.61.png,0.0,0.16666666666666663,0.051111111111111114,0.2711111111111111,1,
barcode27.62.png,0.6488888888888888,0.6866666666666666,0.7911111111111111,0.7911111111111111,1,
barcode27.63.png,0.0,0.18222222222222217,0.09333333333333334,0.2866666666666666,1,
barcode27.64.png,0.6666666666666667,0.6822222222222222,0.8088888888888889,0.7866666666666666,1,
barcode27.65.png,0.7977777777777778,0.2022222222222222,0.94,0.30666666666666664,1,
barcode27.66.png,0.0,0.6822222222222222,0.017777777777777778,0.7866666666666666,1,
barcode27.67.png,0.8311111111111111,0.6888888888888889,0.9733333333333334,0.7933333333333333,1,
barcode12.0.png,0.3933333333333333,0.25555555555555554,0.5177777777777778,0.3488888888888889,1,
barcode12.1.png,0.7577777777777778,0.6466666666666666,0.8822222222222222,0.74,1,
barcode12.2.png,0.0,0.6488888888888888,0.11777777777777777,0.7422222222222222,1,
barcode12.3.png,0.09555555555555556,0.2644444444444445,0.22,0.35777777777777775,1,
barcode12.4.png,0.2311111111111111,0.2711111111111111,0.35555555555555557,0.36444444444444446,1,
barcode12.5.png,0.6599999999999999,0.2644444444444445,0.7844444444444445,0.35777777777777775,1,
barcode12.6.png,0.48888888888888893,0.2911111111111111,0.6133333333333333,0.3844444444444445,1,
barcode12.7.png,0.6688888888888889,0.6333333333333333,0.7933333333333333,0.7266666666666667,1,
barcode12.8.png,0.7888888888888889,0.2733333333333333,0.9133333333333333,0.3666666666666667,1,
barcode12.9.png,0.028888888888888888,0.29555555555555557,0.15333333333333332,0.38888888888888884,1,
barcode12.10.png,0.28444444444444444,0.26222222222222225,0.4088888888888889,0.3555555555555555,1,
